transaction_id,date,category,product,revenue,cogs,region
TXN-00782,2023-08-17,Hardware,Product A,2176.88,1997.14,EMEA
TXN-00783,2023-12-07,Electronics,Product B,3761.81,59.39,North America
TXN-00784,2023-03-07,Electronics,Product A,4569.56,1672.14,EMEA
TXN-00785,2023-03-16,Hardware,Product A,2882.01,737.08,North America
TXN-00786,2023-04-13,Electronics,Product C,944.89,1684.81,APAC
TXN-00787,2023-07-11,Hardware,Product C,1380.55,1113.69,North America
TXN-00788,2023-09-09,Software,Product C,1033.29,1804.25,North America
TXN-00789,2023-08-14,Consulting,Product B,1271.94,1853.12,EMEA
TXN-00790,2023-10-21,Software,Product B,1566.76,28.11,APAC
TXN-00791,2023-11-02,Hardware,Product C,2797.91,160.07,APAC
TXN-00792,2023-04-08,Consulting,Product B,2960.56,508.21,EMEA
TXN-00793,2023-12-04,Hardware,Product C,2161.17,1341.94,APAC
TXN-00794,2023-10-13,Consulting,Product B,3096.33,1777.66,APAC
TXN-00795,2023-12-01,Consulting,Product A,453.8,925.28,APAC
TXN-00796,2023-12-13,Consulting,Product A,484.55,1217.88,EMEA
TXN-00797,2023-11-04,Consulting,Product C,900.56,385.11,APAC
TXN-00798,2023-09-06,Hardware,Product B,2614.48,1611.88,North America
TXN-00799,2023-06-15,Consulting,Product B,1109.27,1934.98,North America
TXN-00800,2023-12-01,Consulting,Product A,,544.51,
TXN-00801,2023-01-30,Software,Product A,2031.55,994.7,EMEA
TXN-00802,2023-09-04,Electronics,Product C,4068.74,181.37,EMEA
TXN-00803,2023-04-16,Electronics,Product A,118.62,1122.68,EMEA
TXN-00804,2023-02-20,Software,Product C,3264.43,1010.54,APAC
TXN-00805,2023-03-22,Software,Product A,3360.94,297.43,APAC
TXN-00806,2023-05-13,Hardware,Product A,4003.35,889.71,North America
TXN-00807,2023-10-12,Hardware,Product B,4667.13,674.87,EMEA
TXN-00808,2023-05-18,Hardware,Product A,149.68,1048.44,North America
TXN-00809,2023-07-03,Software,Product A,811.23,1175.45,North America
TXN-00810,2023-11-26,Software,Product C,4436.55,26.91,EMEA
TXN-00811,2023-09-30,Consulting,Product A,2319.67,1524.4,APAC
TXN-00812,2023-12-06,Hardware,Product C,2844.72,1428.9,APAC
TXN-00813,2023-03-10,Hardware,Product A,3331.98,738.91,North America
TXN-00814,2023-02-03,Hardware,Product A,3411.38,115.34,North America
TXN-00815,2023-09-19,Electronics,Product C,4662.11,1512.32,North America
TXN-00816,2023-02-22,Consulting,Product B,4984.9,1910.8,North America
TXN-00817,2023-07-24,Hardware,Product C,3614.78,487.9,EMEA
TXN-00818,2023-05-06,Hardware,Product C,1471.74,653.81,North America
TXN-00819,2023-08-23,Hardware,Product C,4404.77,375.79,North America
TXN-00820,2023-02-12,Electronics,Product B,293.64,1158.1,APAC
TXN-00821,2023-08-28,Electronics,Product A,1193.85,318.13,APAC
TXN-00822,2023-04-21,Software,Product C,4492.06,718.83,APAC
TXN-00823,2023-09-06,Consulting,Product C,1318.15,1397.06,EMEA
TXN-00824,2023-05-31,Software,Product B,1142.22,1124.63,EMEA
TXN-00825,2023-07-02,Consulting,Product C,733.72,779.06,APAC
TXN-00826,2023-12-02,Electronics,Product A,4302.6,846.3,APAC
TXN-00827,2023-04-05,Hardware,Product B,2525.29,1128.6,North America
TXN-00828,2023-01-08,Software,Product A,3390.72,21.67,North America
TXN-00829,2023-12-26,Hardware,Product A,1233.38,166.23,EMEA
TXN-00830,2023-07-03,Software,Product B,3802.3,1763.7,EMEA
TXN-00831,2023-10-08,Electronics,Product C,3812.03,164.98,North America
TXN-00832,2023-07-14,Electronics,Product A,1597.36,1416.54,APAC
TXN-00833,2023-12-18,Electronics,Product A,2082.88,1840.88,North America
TXN-00834,2023-07-14,Software,Product A,1087.97,548.66,EMEA
TXN-00835,2023-06-04,Consulting,Product A,4883.98,747.28,EMEA
TXN-00836,2023-04-03,Software,Product B,3245.73,1142.15,North America
TXN-00837,2023-06-09,Consulting,Product B,4675.99,1764.6,North America
TXN-00838,2023-03-02,Software,Product A,1551.76,1884.39,North America
TXN-00839,2023-05-02,Software,Product C,3920.36,1481.73,EMEA
TXN-00840,2023-02-20,Electronics,Product A,3841.0,182.37,APAC
TXN-00841,2023-10-04,Hardware,Product C,3473.7,1341.62,North America
TXN-00842,2023-01-05,Hardware,Product A,4829.91,826.5,EMEA
TXN-00843,2023-04-02,Consulting,Product C,1998.1,946.69,EMEA
TXN-00844,2023-06-19,Hardware,Product A,697.05,107.81,EMEA
TXN-00845,2023-11-13,Software,Product C,3374.96,390.21,North America
TXN-00846,2023-01-22,Software,Product A,3660.08,1583.12,North America
TXN-00847,2023-11-22,Electronics,Product A,2896.55,913.38,APAC
TXN-00848,2023-01-01,Electronics,Product C,1073.75,610.31,EMEA
TXN-00849,2023-05-13,Hardware,Product B,2547.06,774.2,North America
TXN-00850,2023-08-21,Consulting,Product C,,1710.26,EMEA
TXN-00851,2023-01-12,Hardware,Product B,2165.96,1500.51,EMEA
TXN-00852,2023-12-12,Hardware,Product A,3243.83,551.91,APAC
TXN-00853,2023-02-15,Hardware,Product C,3738.81,243.83,North America
TXN-00854,2023-02-03,Hardware,Product C,1199.51,511.48,North America
TXN-00855,2023-03-19,Software,Product C,2056.36,1842.31,EMEA
TXN-00856,2023-08-06,Consulting,Product B,1382.35,1167.36,EMEA
TXN-00857,2023-10-28,Software,Product B,1033.23,1071.63,APAC
TXN-00858,2023-03-14,Consulting,Product A,3927.77,1196.82,APAC
TXN-00859,2023-10-09,Electronics,Product B,4550.8,738.4,APAC
TXN-00860,2023-09-06,Hardware,Product B,1882.65,1616.14,APAC
TXN-00861,2023-02-16,Software,Product A,3768.83,1051.34,APAC
TXN-00862,2023-05-01,Consulting,Product C,4490.13,242.33,APAC
TXN-00863,2023-08-02,Electronics,Product C,4238.31,266.84,EMEA
TXN-00864,2023-08-27,Electronics,Product A,954.93,1078.35,APAC
TXN-00865,2023-02-25,Hardware,Product C,4783.64,1873.77,EMEA
TXN-00866,2023-12-16,Consulting,Product B,1914.55,623.62,EMEA
TXN-00867,2023-04-17,Software,Product A,1729.24,1740.39,North America
TXN-00868,2023-11-15,Hardware,Product A,359.04,1530.55,EMEA
TXN-00869,2023-02-17,Software,Product A,2456.56,503.15,EMEA
TXN-00870,2023-03-02,Electronics,Product C,589.62,82.32,APAC
TXN-00871,2023-12-03,Software,Product A,1280.27,212.68,EMEA
TXN-00872,2023-01-26,Software,Product A,1618.87,1459.7,APAC
TXN-00873,2023-10-19,Hardware,Product A,4053.69,407.34,APAC
TXN-00874,2023-09-14,Software,Product C,4383.67,748.83,APAC
TXN-00875,2023-01-08,Hardware,Product B,1547.21,1008.38,North America
TXN-00876,2023-04-23,Electronics,Product A,4300.56,1453.68,APAC
TXN-00877,2023-12-21,Hardware,Product B,4293.29,235.33,EMEA
TXN-00878,2023-09-10,Hardware,Product C,3835.02,818.67,APAC
TXN-00879,2023-06-29,Consulting,Product C,776.14,975.3,APAC
TXN-00880,2023-07-26,Software,Product C,3467.1,1086.25,APAC
TXN-00881,2023-10-30,Electronics,Product C,4727.87,1638.54,North America
TXN-00882,2023-05-07,Hardware,Product B,3428.58,351.64,EMEA
TXN-00883,2023-02-25,Electronics,Product A,1691.5,1617.58,North America
TXN-00884,2023-08-02,Consulting,Product C,2527.87,1388.83,EMEA
TXN-00885,2023-01-14,Software,Product C,3246.34,1116.18,North America
TXN-00886,2023-01-28,Hardware,Product B,2577.32,1402.06,EMEA
TXN-00887,2023-03-19,Software,Product B,643.77,829.92,North America
TXN-00888,2023-08-04,Consulting,Product C,1594.72,285.41,APAC
TXN-00889,2023-12-31,Consulting,Product A,4021.86,1334.87,North America
TXN-00890,2023-06-03,Electronics,Product A,4314.02,1054.1,North America
TXN-00891,2023-01-14,Hardware,Product C,729.64,1282.36,APAC
TXN-00892,2023-07-06,Electronics,Product B,4764.31,682.62,APAC
TXN-00893,2023-11-08,Consulting,Product C,1677.67,1814.66,EMEA
TXN-00894,2023-01-07,Software,Product C,3328.45,1178.87,EMEA
TXN-00895,2023-01-03,Electronics,Product B,3771.53,179.95,EMEA
TXN-00896,2023-04-21,Electronics,Product C,4069.13,905.11,North America
TXN-00897,2023-08-26,Software,Product C,4731.46,1515.15,EMEA
TXN-00898,2023-12-29,Electronics,Product C,1598.95,1590.33,North America
TXN-00899,2023-08-27,Software,Product B,4299.61,994.25,North America
TXN-00900,2023-10-01,Hardware,Product A,,1790.55,
TXN-00901,2023-10-21,Software,Product A,3539.95,542.66,EMEA
TXN-00902,2023-08-15,Hardware,Product B,3722.79,827.09,North America
TXN-00903,2023-01-15,Software,Product A,3404.73,1798.21,APAC
TXN-00904,2023-07-11,Consulting,Product C,1298.96,1793.55,APAC
TXN-00905,2023-04-29,Consulting,Product A,4371.56,1374.57,North America
TXN-00906,2023-01-28,Hardware,Product C,885.85,1719.37,EMEA
TXN-00907,2023-07-21,Hardware,Product A,315.49,186.66,North America
TXN-00908,2023-02-08,Consulting,Product B,3601.45,1731.34,North America
TXN-00909,2023-09-30,Hardware,Product A,2403.6,648.03,EMEA
TXN-00910,2023-08-19,Software,Product A,4253.04,364.88,APAC
TXN-00911,2023-03-27,Software,Product A,1947.82,486.35,North America
TXN-00912,2023-05-06,Consulting,Product B,882.98,841.76,APAC
TXN-00913,2023-10-27,Electronics,Product A,4190.39,509.87,APAC
TXN-00914,2023-01-25,Software,Product B,2767.1,647.93,EMEA
TXN-00915,2023-05-25,Hardware,Product C,986.52,278.61,North America
TXN-00916,2023-01-13,Electronics,Product A,3615.9,599.39,North America
TXN-00917,2023-07-31,Electronics,Product B,2580.01,1148.84,APAC
TXN-00918,2023-01-25,Software,Product B,3041.35,889.29,APAC
TXN-00919,2023-03-09,Software,Product A,2331.45,699.97,EMEA
TXN-00920,2023-03-08,Electronics,Product C,4152.11,1495.44,APAC
TXN-00921,2023-08-21,Electronics,Product B,4156.34,1788.08,EMEA
TXN-00922,2023-04-19,Consulting,Product A,3561.47,1516.01,North America
TXN-00923,2023-05-26,Hardware,Product C,571.74,670.68,EMEA
TXN-00924,2023-04-21,Consulting,Product B,4202.33,1491.44,APAC
TXN-00925,2023-08-16,Software,Product B,3371.51,312.44,North America
TXN-00926,2023-04-21,Consulting,Product C,3500.27,269.33,EMEA
TXN-00927,2023-02-03,Consulting,Product C,1846.77,697.8,North America
TXN-00928,2023-04-21,Consulting,Product A,4402.43,1617.33,EMEA
TXN-00929,2023-09-21,Consulting,Product A,3640.59,500.23,APAC
TXN-00930,2023-08-24,Hardware,Product B,607.32,135.87,APAC
TXN-00931,2023-03-24,Hardware,Product C,2068.5,272.1,North America
TXN-00932,2023-02-11,Electronics,Product C,4437.58,1718.9,North America
TXN-00933,2023-04-11,Software,Product C,283.62,1271.23,North America
TXN-00934,2023-01-06,Consulting,Product B,4809.01,513.87,EMEA
TXN-00935,2023-06-29,Electronics,Product C,3411.85,1115.04,APAC
TXN-00936,2023-10-09,Electronics,Product C,3175.31,1059.88,North America
TXN-00937,2023-11-16,Electronics,Product B,1389.27,1314.32,North America
TXN-00938,2023-08-14,Hardware,Product A,1281.52,474.04,North America
TXN-00939,2023-11-11,Consulting,Product A,4713.19,1730.16,EMEA
TXN-00940,2023-12-31,Consulting,Product B,1526.45,625.64,North America
TXN-00941,2023-08-17,Software,Product C,3888.75,1391.32,North America
TXN-00942,2023-10-16,Consulting,Product B,1995.95,42.09,EMEA
TXN-00943,2023-05-30,Consulting,Product A,739.31,751.59,EMEA
TXN-00944,2023-10-04,Electronics,Product A,103.04,709.9,North America
TXN-00945,2023-07-17,Software,Product B,2744.07,1091.53,North America
TXN-00946,2023-03-11,Consulting,Product B,4880.11,154.75,EMEA
TXN-00947,2023-04-22,Hardware,Product A,1877.22,1582.36,APAC
TXN-00948,2023-01-04,Consulting,Product B,1818.1,443.38,EMEA
TXN-00949,2023-12-16,Electronics,Product A,1753.25,1357.31,APAC
TXN-00950,2023-11-27,Hardware,Product B,,1608.39,North America
TXN-00951,2023-11-14,Electronics,Product B,2231.29,1128.14,North America
TXN-00952,2023-12-16,Consulting,Product B,4405.58,1484.36,APAC
TXN-00953,2023-04-05,Hardware,Product A,2552.33,1327.1,EMEA
TXN-00954,2023-06-01,Software,Product B,2563.4,717.5,North America
TXN-00955,2023-11-07,Software,Product A,734.94,1619.63,APAC
TXN-00956,2023-05-17,Hardware,Product A,4914.56,596.46,EMEA
TXN-00957,2023-09-04,Hardware,Product B,1287.37,1146.71,APAC
TXN-00958,2023-08-31,Electronics,Product B,413.15,1493.34,EMEA
TXN-00959,2023-01-31,Hardware,Product A,3332.57,764.12,EMEA
TXN-00960,2023-02-09,Electronics,Product A,2997.06,612.51,EMEA
TXN-00961,2023-08-17,Consulting,Product C,2104.97,924.1,EMEA
TXN-00962,2023-02-05,Electronics,Product A,2139.85,1637.75,APAC
TXN-00963,2023-08-11,Hardware,Product C,3936.07,1860.54,APAC
TXN-00964,2023-01-06,Hardware,Product C,1018.78,1094.72,APAC
TXN-00965,2023-11-18,Consulting,Product C,4110.25,1326.32,APAC
TXN-00966,2023-08-08,Hardware,Product B,3261.3,1807.51,APAC
TXN-00967,2023-03-16,Hardware,Product B,2123.9,206.11,EMEA
TXN-00968,2023-01-04,Software,Product A,2317.24,471.84,North America
TXN-00969,2023-12-01,Software,Product C,1320.4,1420.71,North America
TXN-00970,2023-05-14,Consulting,Product B,3772.97,1649.25,APAC
TXN-00971,2023-04-28,Electronics,Product B,2588.73,1715.49,APAC
TXN-00972,2023-04-04,Software,Product B,1638.23,836.06,North America
TXN-00973,2023-03-03,Electronics,Product B,3000.45,187.79,EMEA
TXN-00974,2023-07-13,Hardware,Product B,4978.89,881.19,APAC
TXN-00975,2023-12-01,Software,Product C,2204.55,469.16,EMEA
TXN-00976,2023-07-22,Consulting,Product C,4607.42,589.48,North America
TXN-00977,2023-01-26,Consulting,Product C,1757.83,1546.81,North America
TXN-00978,2023-06-22,Consulting,Product C,320.93,160.3,APAC
TXN-00979,2023-10-27,Software,Product A,1061.0,1656.89,EMEA
TXN-00980,2023-05-13,Electronics,Product C,2122.54,861.06,APAC
TXN-00981,2023-11-22,Hardware,Product B,1137.19,1196.17,North America
TXN-00982,2023-04-28,Electronics,Product C,51.12,188.41,EMEA
TXN-00983,2023-11-20,Electronics,Product A,4579.26,681.34,APAC
TXN-00984,2023-10-02,Hardware,Product B,4227.2,188.5,APAC
TXN-00985,2023-07-31,Hardware,Product C,3724.35,1923.47,APAC
TXN-00986,2023-08-13,Software,Product C,880.68,1616.45,North America
TXN-00987,2023-01-20,Software,Product C,645.8,924.67,APAC
TXN-00988,2023-04-23,Software,Product B,384.64,454.97,EMEA
TXN-00989,2023-05-20,Software,Product B,3633.94,1867.58,APAC
TXN-00990,2023-02-16,Software,Product A,4647.6,695.75,North America
TXN-00991,2023-01-01,Hardware,Product B,2181.15,330.36,APAC
TXN-00992,2023-03-31,Electronics,Product B,639.75,1130.7,North America
TXN-00993,2023-05-22,Software,Product C,2586.34,1888.11,North America
TXN-00994,2023-11-16,Software,Product B,1776.72,17.62,EMEA
TXN-00995,2023-02-07,Electronics,Product C,1905.38,483.87,EMEA
TXN-00996,2023-10-20,Software,Product C,3125.59,1877.51,APAC
TXN-00997,2023-05-19,Electronics,Product B,3607.65,350.46,North America
TXN-00998,2023-12-22,Electronics,Product A,597.49,235.35,North America
TXN-00999,2023-11-29,Hardware,Product A,226.17,1144.67,EMEA
TXN-01000,2023-09-16,Consulting,Product B,,1725.07,
TXN-01001,2023-06-10,Hardware,Product A,1202.01,959.45,APAC
TXN-01002,2023-06-27,Consulting,Product C,316.46,1989.18,North America
TXN-01003,2023-01-10,Consulting,Product C,989.88,1361.55,EMEA
TXN-01004,2023-09-18,Consulting,Product B,242.84,157.41,APAC
TXN-01005,2023-05-18,Software,Product A,1989.46,1985.74,North America
TXN-01006,2023-06-21,Hardware,Product A,4021.89,821.71,North America
TXN-01007,2023-01-13,Consulting,Product C,1739.16,581.93,EMEA
TXN-01008,2023-06-17,Electronics,Product B,2248.71,1120.18,APAC
TXN-01009,2023-05-10,Software,Product A,3394.15,615.57,EMEA
TXN-01010,2023-03-25,Hardware,Product B,2569.03,182.05,APAC
TXN-01011,2023-11-17,Consulting,Product A,4314.16,12.84,North America
TXN-01012,2023-11-15,Electronics,Product C,4336.88,904.67,APAC
TXN-01013,2023-04-11,Hardware,Product C,99.06,1675.36,APAC
TXN-01014,2023-11-25,Hardware,Product B,3901.33,1148.91,APAC
TXN-01015,2023-09-30,Software,Product C,2330.63,1998.42,APAC
TXN-01016,2023-09-22,Hardware,Product A,4944.76,580.82,APAC
TXN-01017,2023-02-07,Software,Product C,2442.0,568.11,EMEA
TXN-01018,2023-04-04,Consulting,Product B,4935.13,327.9,APAC
TXN-01019,2023-04-05,Software,Product B,3785.12,336.49,APAC
TXN-01020,2023-11-01,Electronics,Product B,1280.59,577.52,North America
TXN-01021,2023-03-10,Software,Product A,2715.06,1587.75,APAC
TXN-01022,2023-11-14,Electronics,Product A,4961.07,1812.46,North America
TXN-01023,2023-08-24,Software,Product A,4294.78,1950.42,EMEA
TXN-01024,2023-11-30,Hardware,Product A,531.97,472.26,EMEA
TXN-01025,2023-05-17,Consulting,Product A,3546.54,1763.78,APAC
TXN-01026,2023-03-17,Electronics,Product C,1760.62,663.23,EMEA
TXN-01027,2023-02-04,Software,Product A,84.56,234.55,APAC
TXN-01028,2023-01-01,Software,Product A,2047.23,1741.35,EMEA
TXN-01029,2023-10-23,Software,Product C,1212.03,1275.85,APAC
TXN-01030,2023-11-16,Hardware,Product A,4103.4,337.81,APAC
TXN-01031,2023-03-01,Hardware,Product B,1719.79,865.36,North America
TXN-01032,2023-11-16,Electronics,Product A,4146.24,581.64,North America
TXN-01033,2023-12-15,Electronics,Product A,52.96,1476.22,North America
TXN-01034,2023-11-24,Hardware,Product B,1573.7,912.3,North America
TXN-01035,2023-09-24,Electronics,Product B,1243.77,1978.67,APAC
TXN-01036,2023-12-27,Consulting,Product B,1206.16,118.94,EMEA
TXN-01037,2023-08-17,Consulting,Product B,387.52,716.48,APAC
TXN-01038,2023-09-27,Hardware,Product A,976.27,968.98,North America
TXN-01039,2023-11-12,Electronics,Product B,2799.97,1011.24,North America
TXN-01040,2023-10-13,Software,Product B,1492.24,638.71,EMEA
TXN-01041,2023-10-18,Consulting,Product C,2116.1,1461.19,North America
TXN-01042,2023-08-01,Hardware,Product B,1915.49,1750.75,APAC
TXN-01043,2023-06-14,Electronics,Product B,4385.73,1878.05,APAC
TXN-01044,2023-01-05,Hardware,Product C,4531.23,1612.14,APAC
TXN-01045,2023-12-05,Software,Product C,2490.14,1702.65,APAC
TXN-01046,2023-03-19,Consulting,Product A,1684.27,1105.59,APAC
TXN-01047,2023-03-03,Hardware,Product C,578.66,1653.52,EMEA
TXN-01048,2023-05-12,Hardware,Product A,4769.34,613.97,APAC
TXN-01049,2023-03-30,Hardware,Product C,348.12,802.97,North America
TXN-01050,2023-08-25,Software,Product C,,640.66,North America
TXN-01051,2023-02-11,Hardware,Product A,1525.43,940.1,North America
TXN-01052,2023-03-30,Software,Product C,1635.99,578.3,North America
TXN-01053,2023-10-23,Software,Product A,863.22,1923.61,EMEA
TXN-01054,2023-11-24,Software,Product C,3926.65,632.56,North America
TXN-01055,2023-10-22,Consulting,Product B,656.36,205.11,EMEA
TXN-01056,2023-04-14,Consulting,Product C,3192.79,1058.37,North America
TXN-01057,2023-01-14,Hardware,Product A,663.04,123.63,EMEA
TXN-01058,2023-10-15,Hardware,Product C,399.15,229.98,EMEA
TXN-01059,2023-06-28,Consulting,Product A,4551.68,446.58,EMEA
TXN-01060,2023-05-05,Electronics,Product A,991.14,934.06,North America
TXN-01061,2023-12-19,Consulting,Product B,4115.19,872.17,EMEA
TXN-01062,2023-01-23,Software,Product B,2745.92,1601.39,APAC
TXN-01063,2023-03-04,Consulting,Product A,435.39,1481.55,APAC
TXN-01064,2023-05-23,Software,Product C,4779.47,858.37,North America
TXN-01065,2023-06-02,Hardware,Product A,1272.46,674.07,APAC
TXN-01066,2023-05-25,Electronics,Product A,4305.24,639.77,APAC
TXN-01067,2023-08-13,Hardware,Product C,885.61,1550.25,APAC
TXN-01068,2023-11-05,Software,Product C,4277.02,113.62,North America
TXN-01069,2023-04-14,Software,Product C,115.48,35.52,North America
TXN-01070,2023-04-14,Software,Product C,2583.31,1593.13,APAC
TXN-01071,2023-02-08,Electronics,Product A,3858.74,959.52,North America
TXN-01072,2023-07-17,Consulting,Product A,4677.24,270.45,EMEA
TXN-01073,2023-05-14,Hardware,Product B,4550.55,478.78,APAC
TXN-01074,2023-03-08,Hardware,Product A,4107.14,1865.68,North America
TXN-01075,2023-06-28,Consulting,Product C,4446.55,1720.41,North America
TXN-01076,2023-02-11,Hardware,Product B,1036.14,1422.47,APAC
TXN-01077,2023-01-15,Electronics,Product C,1456.71,969.63,North America
TXN-01078,2023-04-21,Hardware,Product A,1480.39,1045.44,APAC
TXN-01079,2023-06-06,Software,Product B,1916.42,1950.74,North America
TXN-01080,2023-10-16,Consulting,Product C,1996.94,1931.88,EMEA
TXN-01081,2023-08-19,Electronics,Product B,2745.55,438.39,APAC
TXN-01082,2023-06-06,Consulting,Product B,841.4,1624.1,EMEA
TXN-01083,2023-02-07,Electronics,Product A,3471.67,402.51,APAC
TXN-01084,2023-04-07,Software,Product C,879.45,434.94,North America
TXN-01085,2023-10-16,Consulting,Product B,1586.03,1355.43,EMEA
TXN-01086,2023-09-11,Hardware,Product B,2541.56,815.95,North America
TXN-01087,2023-07-15,Electronics,Product C,3992.38,1863.77,APAC
TXN-01088,2023-03-27,Consulting,Product B,3710.37,187.13,APAC
TXN-01089,2023-11-18,Hardware,Product B,3245.4,1027.94,APAC
TXN-01090,2023-01-10,Consulting,Product B,821.08,1837.86,APAC
TXN-01091,2023-01-05,Consulting,Product C,2757.87,1809.19,APAC
TXN-01092,2023-05-03,Consulting,Product C,482.86,321.49,EMEA
TXN-01093,2023-11-26,Electronics,Product C,1917.95,739.61,APAC
TXN-01094,2023-12-19,Hardware,Product C,2096.91,1242.05,North America
TXN-01095,2023-04-28,Software,Product A,247.07,327.2,EMEA
TXN-01096,2023-10-21,Electronics,Product B,1406.24,1936.36,North America
TXN-01097,2023-06-08,Electronics,Product C,4780.46,1830.35,APAC
TXN-01098,2023-10-30,Electronics,Product B,4770.48,342.23,North America
TXN-01099,2023-08-16,Software,Product B,1794.02,251.1,EMEA
TXN-01100,2023-12-31,Hardware,Product A,,179.96,
TXN-01101,2023-08-04,Hardware,Product C,936.52,1819.79,EMEA
TXN-01102,2023-07-03,Hardware,Product C,1991.48,395.31,North America
TXN-01103,2023-01-15,Consulting,Product B,4741.51,838.41,EMEA
TXN-01104,2023-06-06,Consulting,Product C,748.94,903.21,North America
TXN-01105,2023-05-16,Consulting,Product B,3829.4,1202.03,APAC
TXN-01106,2023-09-18,Software,Product B,587.98,152.75,APAC
TXN-01107,2023-06-06,Consulting,Product A,4907.23,461.25,North America
TXN-01108,2023-02-16,Software,Product A,1939.0,1863.67,EMEA
TXN-01109,2023-11-20,Hardware,Product A,3887.41,1817.74,North America
TXN-01110,2023-11-28,Consulting,Product B,1745.83,1564.77,North America
TXN-01111,2023-06-22,Consulting,Product C,3156.96,48.61,North America
TXN-01112,2023-05-10,Electronics,Product A,1000.48,660.74,APAC
TXN-01113,2023-04-05,Software,Product C,772.8,1259.64,North America
TXN-01114,2023-04-25,Hardware,Product A,4693.42,557.63,APAC
TXN-01115,2023-08-31,Electronics,Product A,4592.35,1820.08,North America
TXN-01116,2023-10-19,Electronics,Product B,4442.97,1271.44,APAC
TXN-01117,2023-10-09,Hardware,Product A,3145.9,153.09,North America
TXN-01118,2023-10-26,Electronics,Product A,4050.93,1818.92,North America
TXN-01119,2023-10-10,Software,Product B,391.73,1915.96,EMEA
TXN-01120,2023-03-10,Software,Product C,1707.21,164.65,EMEA
TXN-01121,2023-05-28,Consulting,Product A,1602.83,1069.4,North America
TXN-01122,2023-01-11,Electronics,Product B,3196.44,613.69,North America
TXN-01123,2023-09-11,Consulting,Product A,1811.99,791.75,North America
TXN-01124,2023-11-26,Electronics,Product B,785.11,367.51,North America
TXN-01125,2023-12-26,Software,Product C,3002.51,1160.36,EMEA
TXN-01126,2023-02-07,Software,Product C,4081.2,1916.38,APAC
TXN-01127,2023-05-14,Software,Product B,1941.51,1011.11,North America
TXN-01128,2023-07-19,Electronics,Product B,704.73,175.0,EMEA
TXN-01129,2023-01-23,Software,Product B,1023.61,1243.8,North America
TXN-01130,2023-10-30,Electronics,Product C,1225.54,687.04,North America
TXN-01131,2023-12-12,Consulting,Product A,1534.49,1713.29,APAC
TXN-01132,2023-10-29,Electronics,Product C,3231.84,875.01,North America
TXN-01133,2023-12-29,Consulting,Product B,3024.68,393.75,North America
TXN-01134,2023-08-06,Electronics,Product B,3495.6,390.3,APAC
TXN-01135,2023-05-21,Consulting,Product C,1844.38,1539.84,APAC
TXN-01136,2023-04-14,Software,Product B,4128.79,538.52,APAC
TXN-01137,2023-07-29,Consulting,Product C,1060.23,1536.79,APAC
TXN-01138,2023-04-21,Software,Product B,2371.75,419.72,EMEA
TXN-01139,2023-04-14,Software,Product A,4014.65,650.16,EMEA
TXN-01140,2023-11-12,Consulting,Product A,941.79,936.32,EMEA
TXN-01141,2023-06-20,Electronics,Product B,593.82,1886.96,North America
TXN-01142,2023-12-22,Electronics,Product C,4424.24,1864.15,APAC
TXN-01143,2023-11-20,Hardware,Product A,1747.5,421.68,APAC
TXN-01144,2023-05-13,Electronics,Product C,3435.16,722.86,EMEA
TXN-01145,2023-10-20,Hardware,Product B,175.48,307.3,North America
TXN-01146,2023-11-24,Electronics,Product C,3465.73,1024.87,North America
TXN-01147,2023-05-07,Electronics,Product A,1614.7,926.56,North America
TXN-01148,2023-04-16,Software,Product C,325.92,1802.51,EMEA
TXN-01149,2023-04-02,Hardware,Product C,3068.57,1860.71,North America
TXN-01150,2023-10-14,Electronics,Product B,,773.3,North America
TXN-01151,2023-02-20,Hardware,Product B,1964.7,988.56,North America
TXN-01152,2023-01-29,Software,Product B,448.88,1793.51,APAC
TXN-01153,2023-10-23,Software,Product A,778.46,1615.35,EMEA
TXN-01154,2023-10-24,Hardware,Product A,1524.99,17.28,APAC
TXN-01155,2023-08-02,Software,Product B,494.31,646.92,APAC
TXN-01156,2023-09-24,Consulting,Product B,4558.59,849.33,EMEA
TXN-01157,2023-09-14,Consulting,Product A,79.93,467.14,APAC
TXN-01158,2023-10-29,Software,Product A,2445.11,407.15,North America
TXN-01159,2023-04-11,Consulting,Product A,660.07,85.19,North America
TXN-01160,2023-12-12,Electronics,Product A,1573.01,1290.31,North America
TXN-01161,2023-04-20,Hardware,Product B,4633.99,532.4,North America
TXN-01162,2023-07-01,Electronics,Product A,850.39,114.17,EMEA
TXN-01163,2023-11-09,Hardware,Product B,4830.87,469.65,APAC
TXN-01164,2023-01-01,Software,Product C,1068.68,1605.81,APAC
TXN-01165,2023-11-15,Electronics,Product C,3720.75,1704.46,North America
TXN-01166,2023-02-24,Software,Product A,2756.05,971.3,North America
TXN-01167,2023-05-29,Software,Product C,4428.17,837.98,APAC
TXN-01168,2023-11-05,Hardware,Product C,2792.27,1955.93,EMEA
TXN-01169,2023-05-17,Hardware,Product C,2696.07,409.12,APAC
TXN-01170,2023-07-21,Hardware,Product A,1017.52,438.56,North America
TXN-01171,2023-11-09,Electronics,Product A,872.84,590.82,North America
TXN-01172,2023-04-27,Consulting,Product C,4586.62,353.79,EMEA
TXN-01173,2023-06-03,Hardware,Product B,1672.8,764.94,APAC
TXN-01174,2023-10-18,Hardware,Product C,1891.81,1822.56,EMEA
