transaction_id,date,category,product,revenue,cogs,region,gross_profit,net_profit,net_margin
TXN-00974,2023-07-13,Hardware,Product B,4978.89,881.19,APAC,4097.700000000001,3101.9220000000005,0.623
TXN-00975,2023-12-01,Software,Product C,2204.55,469.16,EMEA,1735.39,1294.48,0.5872
TXN-00976,2023-07-22,Consulting,Product C,4607.42,589.48,North America,4017.94,3096.456,0.6721
TXN-00977,2023-01-26,Consulting,Product C,1757.83,1546.81,North America,211.01999999999998,-140.54600000000005,-0.08
TXN-00978,2023-06-22,Consulting,Product C,320.93,160.3,APAC,160.63,96.44399999999999,0.3005
TXN-00979,2023-10-27,Software,Product A,1061.0,1656.89,EMEA,-595.8900000000001,-808.0900000000001,-0.7616
TXN-00980,2023-05-13,Electronics,Product C,2122.54,861.06,APAC,1261.48,836.972,0.3943
TXN-00981,2023-11-22,Hardware,Product B,1137.19,1196.17,North America,-58.98000000000002,-286.418,-0.2519
TXN-00982,2023-04-28,Electronics,Product C,51.12,188.41,EMEA,-137.29,-147.51399999999998,-2.8856
TXN-00983,2023-11-20,Electronics,Product A,4579.26,681.34,APAC,3897.92,2982.068,0.6512
TXN-00984,2023-10-02,Hardware,Product B,4227.2,188.5,APAC,4038.7,3193.2599999999998,0.7554
TXN-00985,2023-07-31,Hardware,Product C,3724.35,1923.47,APAC,1800.8799999999999,1056.0099999999998,0.2835
TXN-00986,2023-08-13,Software,Product C,880.68,1616.45,North America,-735.7700000000001,-911.9060000000001,-1.0355
TXN-00987,2023-01-20,Software,Product C,645.8,924.67,APAC,-278.87,-408.03,-0.6318
TXN-00988,2023-04-23,Software,Product B,384.64,454.97,EMEA,-70.33000000000004,-147.25800000000004,-0.3828
TXN-00989,2023-05-20,Software,Product B,3633.94,1867.58,APAC,1766.3600000000001,1039.5720000000001,0.2861
TXN-00990,2023-02-16,Software,Product A,4647.6,695.75,North America,3951.8500000000004,3022.3300000000004,0.6503
TXN-00991,2023-01-01,Hardware,Product B,2181.15,330.36,APAC,1850.79,1414.56,0.6485
TXN-00992,2023-03-31,Electronics,Product B,639.75,1130.7,North America,-490.95000000000005,-618.9000000000001,-0.9674
TXN-00993,2023-05-22,Software,Product C,2586.34,1888.11,North America,698.2300000000002,180.96200000000022,0.07
TXN-00994,2023-11-16,Software,Product B,1776.72,17.62,EMEA,1759.1000000000001,1403.756,0.7901
TXN-00995,2023-02-07,Electronics,Product C,1905.38,483.87,EMEA,1421.5100000000002,1040.4340000000002,0.5461
TXN-00996,2023-10-20,Software,Product C,3125.59,1877.51,APAC,1248.0800000000002,622.9620000000001,0.1993
TXN-00997,2023-05-19,Electronics,Product B,3607.65,350.46,North America,3257.19,2535.66,0.7029
TXN-00998,2023-12-22,Electronics,Product A,597.49,235.35,North America,362.14,242.642,0.4061
TXN-00999,2023-11-29,Hardware,Product A,226.17,1144.67,EMEA,-918.5000000000001,-963.7340000000002,-4.2611
TXN-01000,2023-09-16,Consulting,Product B,0.0,1725.07,Unknown,-1725.07,-1725.07,0.0
TXN-01001,2023-06-10,Hardware,Product A,1202.01,959.45,APAC,242.55999999999995,2.15799999999993,0.0018
TXN-01002,2023-06-27,Consulting,Product C,316.46,1989.18,North America,-1672.72,-1736.012,-5.4857
TXN-01003,2023-01-10,Consulting,Product C,989.88,1361.55,EMEA,-371.66999999999996,-569.646,-0.5755
TXN-01004,2023-09-18,Consulting,Product B,242.84,157.41,APAC,85.43,36.862,0.1518
TXN-01005,2023-05-18,Software,Product A,1989.46,1985.74,North America,3.7200000000000273,-394.172,-0.1981
TXN-01006,2023-06-21,Hardware,Product A,4021.89,821.71,North America,3200.18,2395.8019999999997,0.5957
TXN-01007,2023-01-13,Consulting,Product C,1739.16,581.93,EMEA,1157.23,809.3979999999999,0.4654
TXN-01008,2023-06-17,Electronics,Product B,2248.71,1120.18,APAC,1128.53,678.788,0.3019
TXN-01009,2023-05-10,Software,Product A,3394.15,615.57,EMEA,2778.58,2099.75,0.6186
TXN-01010,2023-03-25,Hardware,Product B,2569.03,182.05,APAC,2386.98,1873.174,0.7291
TXN-01011,2023-11-17,Consulting,Product A,4314.16,12.84,North America,4301.32,3438.488,0.797
TXN-01012,2023-11-15,Electronics,Product C,4336.88,904.67,APAC,3432.21,2564.834,0.5914
TXN-01013,2023-04-11,Hardware,Product C,99.06,1675.36,APAC,-1576.3,-1596.1119999999999,-16.1126
TXN-01014,2023-11-25,Hardware,Product B,3901.33,1148.91,APAC,2752.42,1972.154,0.5055
TXN-01015,2023-09-30,Software,Product C,2330.63,1998.42,APAC,332.21000000000004,-133.916,-0.0575
TXN-01016,2023-09-22,Hardware,Product A,4944.76,580.82,APAC,4363.9400000000005,3374.9880000000003,0.6825
TXN-01017,2023-02-07,Software,Product C,2442.0,568.11,EMEA,1873.8899999999999,1385.4899999999998,0.5674
TXN-01018,2023-04-04,Consulting,Product B,4935.13,327.9,APAC,4607.2300000000005,3620.2040000000006,0.7336
TXN-01019,2023-04-05,Software,Product B,3785.12,336.49,APAC,3448.63,2691.606,0.7111
TXN-01020,2023-11-01,Electronics,Product B,1280.59,577.52,North America,703.0699999999999,446.95199999999994,0.349
TXN-01021,2023-03-10,Software,Product A,2715.06,1587.75,APAC,1127.31,584.2979999999999,0.2152
TXN-01022,2023-11-14,Electronics,Product A,4961.07,1812.46,North America,3148.6099999999997,2156.3959999999997,0.4347
TXN-01023,2023-08-24,Software,Product A,4294.78,1950.42,EMEA,2344.3599999999997,1485.4039999999995,0.3459
TXN-01024,2023-11-30,Hardware,Product A,531.97,472.26,EMEA,59.710000000000036,-46.68399999999997,-0.0878
TXN-01025,2023-05-17,Consulting,Product A,3546.54,1763.78,APAC,1782.76,1073.452,0.3027
TXN-01026,2023-03-17,Electronics,Product C,1760.62,663.23,EMEA,1097.3899999999999,745.2659999999998,0.4233
TXN-01027,2023-02-04,Software,Product A,84.56,234.55,APAC,-149.99,-166.90200000000002,-1.9738
TXN-01028,2023-01-01,Software,Product A,2047.23,1741.35,EMEA,305.8800000000001,-103.56599999999992,-0.0506
TXN-01029,2023-10-23,Software,Product C,1212.03,1275.85,APAC,-63.819999999999936,-306.22599999999994,-0.2527
TXN-01030,2023-11-16,Hardware,Product A,4103.4,337.81,APAC,3765.5899999999997,2944.91,0.7177
TXN-01031,2023-03-01,Hardware,Product B,1719.79,865.36,North America,854.43,510.4719999999999,0.2968
TXN-01032,2023-11-16,Electronics,Product A,4146.24,581.64,North America,3564.6,2735.352,0.6597
TXN-01033,2023-12-15,Electronics,Product A,52.96,1476.22,North America,-1423.26,-1433.852,-27.0742
TXN-01034,2023-11-24,Hardware,Product B,1573.7,912.3,North America,661.4000000000001,346.6600000000001,0.2203
TXN-01035,2023-09-24,Electronics,Product B,1243.77,1978.67,APAC,-734.9000000000001,-983.6540000000001,-0.7909
TXN-01036,2023-12-27,Consulting,Product B,1206.16,118.94,EMEA,1087.22,845.988,0.7014
TXN-01037,2023-08-17,Consulting,Product B,387.52,716.48,APAC,-328.96000000000004,-406.46400000000006,-1.0489
TXN-01038,2023-09-27,Hardware,Product A,976.27,968.98,North America,7.289999999999964,-187.96400000000006,-0.1925
TXN-01039,2023-11-12,Electronics,Product B,2799.97,1011.24,North America,1788.7299999999998,1228.7359999999999,0.4388
TXN-01040,2023-10-13,Software,Product B,1492.24,638.71,EMEA,853.53,555.0819999999999,0.372
TXN-01041,2023-10-18,Consulting,Product C,2116.1,1461.19,North America,654.9099999999999,231.68999999999983,0.1095
TXN-01042,2023-08-01,Hardware,Product B,1915.49,1750.75,APAC,164.74,-218.358,-0.114
TXN-01043,2023-06-14,Electronics,Product B,4385.73,1878.05,APAC,2507.6799999999994,1630.5339999999994,0.3718
TXN-01044,2023-01-05,Hardware,Product C,4531.23,1612.14,APAC,2919.0899999999992,2012.8439999999991,0.4442
TXN-01045,2023-12-05,Software,Product C,2490.14,1702.65,APAC,787.4899999999998,289.46199999999976,0.1162
TXN-01046,2023-03-19,Consulting,Product A,1684.27,1105.59,APAC,578.6800000000001,241.82600000000002,0.1436
TXN-01047,2023-03-03,Hardware,Product C,578.66,1653.52,EMEA,-1074.8600000000001,-1190.592,-2.0575
TXN-01048,2023-05-12,Hardware,Product A,4769.34,613.97,APAC,4155.37,3201.502,0.6713
TXN-01049,2023-03-30,Hardware,Product C,348.12,802.97,North America,-454.85,-524.474,-1.5066
TXN-01050,2023-08-25,Software,Product C,0.0,640.66,North America,-640.66,-640.66,0.0
TXN-01051,2023-02-11,Hardware,Product A,1525.43,940.1,North America,585.33,280.244,0.1837
TXN-01052,2023-03-30,Software,Product C,1635.99,578.3,North America,1057.69,730.492,0.4465
TXN-01053,2023-10-23,Software,Product A,863.22,1923.61,EMEA,-1060.3899999999999,-1233.0339999999999,-1.4284
TXN-01054,2023-11-24,Software,Product C,3926.65,632.56,North America,3294.09,2508.76,0.6389
TXN-01055,2023-10-22,Consulting,Product B,656.36,205.11,EMEA,451.25,319.97799999999995,0.4875
TXN-01056,2023-04-14,Consulting,Product C,3192.79,1058.37,North America,2134.42,1495.862,0.4685
TXN-01057,2023-01-14,Hardware,Product A,663.04,123.63,EMEA,539.41,406.80199999999996,0.6135
TXN-01058,2023-10-15,Hardware,Product C,399.15,229.98,EMEA,169.17,89.33999999999999,0.2238
TXN-01059,2023-06-28,Consulting,Product A,4551.68,446.58,EMEA,4105.1,3194.764,0.7019
TXN-01060,2023-05-05,Electronics,Product A,991.14,934.06,North America,57.08000000000004,-141.14799999999997,-0.1424
TXN-01061,2023-12-19,Consulting,Product B,4115.19,872.17,EMEA,3243.0199999999995,2419.9819999999995,0.5881
TXN-01062,2023-01-23,Software,Product B,2745.92,1601.39,APAC,1144.53,595.3459999999999,0.2168
TXN-01063,2023-03-04,Consulting,Product A,435.39,1481.55,APAC,-1046.1599999999999,-1133.2379999999998,-2.6028
TXN-01064,2023-05-23,Software,Product C,4779.47,858.37,North America,3921.1000000000004,2965.206,0.6204
TXN-01065,2023-06-02,Hardware,Product A,1272.46,674.07,APAC,598.39,343.89799999999997,0.2703
TXN-01066,2023-05-25,Electronics,Product A,4305.24,639.77,APAC,3665.47,2804.4219999999996,0.6514
TXN-01067,2023-08-13,Hardware,Product C,885.61,1550.25,APAC,-664.64,-841.762,-0.9505
TXN-01068,2023-11-05,Software,Product C,4277.02,113.62,North America,4163.400000000001,3307.9960000000005,0.7734
TXN-01069,2023-04-14,Software,Product C,115.48,35.52,North America,79.96000000000001,56.864000000000004,0.4924
TXN-01070,2023-04-14,Software,Product C,2583.31,1593.13,APAC,990.1799999999998,473.5179999999998,0.1833
TXN-01071,2023-02-08,Electronics,Product A,3858.74,959.52,North America,2899.22,2127.4719999999998,0.5513
TXN-01072,2023-07-17,Consulting,Product A,4677.24,270.45,EMEA,4406.79,3471.342,0.7422
TXN-01073,2023-05-14,Hardware,Product B,4550.55,478.78,APAC,4071.7700000000004,3161.6600000000003,0.6948
TXN-01074,2023-03-08,Hardware,Product A,4107.14,1865.68,North America,2241.46,1420.032,0.3457
TXN-01075,2023-06-28,Consulting,Product C,4446.55,1720.41,North America,2726.1400000000003,1836.8300000000004,0.4131
TXN-01076,2023-02-11,Hardware,Product B,1036.14,1422.47,APAC,-386.3299999999999,-593.558,-0.5729
TXN-01077,2023-01-15,Electronics,Product C,1456.71,969.63,North America,487.08000000000004,195.738,0.1344
TXN-01078,2023-04-21,Hardware,Product A,1480.39,1045.44,APAC,434.95000000000005,138.872,0.0938
TXN-01079,2023-06-06,Software,Product B,1916.42,1950.74,North America,-34.319999999999936,-417.604,-0.2179
TXN-01080,2023-10-16,Consulting,Product C,1996.94,1931.88,EMEA,65.05999999999995,-334.3280000000001,-0.1674
TXN-01081,2023-08-19,Electronics,Product B,2745.55,438.39,APAC,2307.1600000000003,1758.0500000000002,0.6403
TXN-01082,2023-06-06,Consulting,Product B,841.4,1624.1,EMEA,-782.6999999999999,-950.9799999999999,-1.1302
TXN-01083,2023-02-07,Electronics,Product A,3471.67,402.51,APAC,3069.16,2374.826,0.6841
TXN-01084,2023-04-07,Software,Product C,879.45,434.94,North America,444.51000000000005,268.62,0.3054
TXN-01085,2023-10-16,Consulting,Product B,1586.03,1355.43,EMEA,230.5999999999999,-86.60600000000011,-0.0546
TXN-01086,2023-09-11,Hardware,Product B,2541.56,815.95,North America,1725.61,1217.2979999999998,0.479
TXN-01087,2023-07-15,Electronics,Product C,3992.38,1863.77,APAC,2128.61,1330.134,0.3332
TXN-01088,2023-03-27,Consulting,Product B,3710.37,187.13,APAC,3523.24,2781.1659999999997,0.7496
TXN-01089,2023-11-18,Hardware,Product B,3245.4,1027.94,APAC,2217.46,1568.38,0.4833
TXN-01090,2023-01-10,Consulting,Product B,821.08,1837.86,APAC,-1016.7799999999999,-1180.9959999999999,-1.4383
TXN-01091,2023-01-05,Consulting,Product C,2757.87,1809.19,APAC,948.6799999999998,397.1059999999999,0.144
TXN-01092,2023-05-03,Consulting,Product C,482.86,321.49,EMEA,161.37,64.798,0.1342
TXN-01093,2023-11-26,Electronics,Product C,1917.95,739.61,APAC,1178.3400000000001,794.7500000000001,0.4144
TXN-01094,2023-12-19,Hardware,Product C,2096.91,1242.05,North America,854.8599999999999,435.4779999999999,0.2077
TXN-01095,2023-04-28,Software,Product A,247.07,327.2,EMEA,-80.13,-129.54399999999998,-0.5243
TXN-01096,2023-10-21,Electronics,Product B,1406.24,1936.36,North America,-530.1199999999999,-811.3679999999999,-0.577
TXN-01097,2023-06-08,Electronics,Product C,4780.46,1830.35,APAC,2950.11,1994.018,0.4171
TXN-01098,2023-10-30,Electronics,Product B,4770.48,342.23,North America,4428.25,3474.154,0.7283
TXN-01099,2023-08-16,Software,Product B,1794.02,251.1,EMEA,1542.92,1184.116,0.66
TXN-01100,2023-12-31,Hardware,Product A,0.0,179.96,Unknown,-179.96,-179.96,0.0
TXN-01101,2023-08-04,Hardware,Product C,936.52,1819.79,EMEA,-883.27,-1070.574,-1.1431
TXN-01102,2023-07-03,Hardware,Product C,1991.48,395.31,North America,1596.17,1197.874,0.6015
TXN-01103,2023-01-15,Consulting,Product B,4741.51,838.41,EMEA,3903.1000000000004,2954.7980000000002,0.6232
TXN-01104,2023-06-06,Consulting,Product C,748.94,903.21,North America,-154.26999999999998,-304.058,-0.406
TXN-01105,2023-05-16,Consulting,Product B,3829.4,1202.03,APAC,2627.37,1861.4899999999998,0.4861
TXN-01106,2023-09-18,Software,Product B,587.98,152.75,APAC,435.23,317.634,0.5402
TXN-01107,2023-06-06,Consulting,Product A,4907.23,461.25,North America,4445.98,3464.5339999999997,0.706
TXN-01108,2023-02-16,Software,Product A,1939.0,1863.67,EMEA,75.32999999999993,-312.4700000000001,-0.1612
TXN-01109,2023-11-20,Hardware,Product A,3887.41,1817.74,North America,2069.67,1292.188,0.3324
TXN-01110,2023-11-28,Consulting,Product B,1745.83,1564.77,North America,181.05999999999995,-168.10600000000005,-0.0963
TXN-01111,2023-06-22,Consulting,Product C,3156.96,48.61,North America,3108.35,2476.9579999999996,0.7846
TXN-01112,2023-05-10,Electronics,Product A,1000.48,660.74,APAC,339.74,139.644,0.1396
TXN-01113,2023-04-05,Software,Product C,772.8,1259.64,North America,-486.84000000000015,-641.4000000000001,-0.83
TXN-01114,2023-04-25,Hardware,Product A,4693.42,557.63,APAC,4135.79,3197.1059999999998,0.6812
TXN-01115,2023-08-31,Electronics,Product A,4592.35,1820.08,North America,2772.2700000000004,1853.8000000000002,0.4037
TXN-01116,2023-10-19,Electronics,Product B,4442.97,1271.44,APAC,3171.53,2282.936,0.5138
TXN-01117,2023-10-09,Hardware,Product A,3145.9,153.09,North America,2992.81,2363.63,0.7513
TXN-01118,2023-10-26,Electronics,Product A,4050.93,1818.92,North America,2232.0099999999998,1421.8239999999996,0.351
TXN-01119,2023-10-10,Software,Product B,391.73,1915.96,EMEA,-1524.23,-1602.576,-4.091
TXN-01120,2023-03-10,Software,Product C,1707.21,164.65,EMEA,1542.56,1201.118,0.7036
TXN-01121,2023-05-28,Consulting,Product A,1602.83,1069.4,North America,533.4299999999998,212.8639999999998,0.1328
TXN-01122,2023-01-11,Electronics,Product B,3196.44,613.69,North America,2582.75,1943.462,0.608
TXN-01123,2023-09-11,Consulting,Product A,1811.99,791.75,North America,1020.24,657.842,0.363
TXN-01124,2023-11-26,Electronics,Product B,785.11,367.51,North America,417.6,260.578,0.3319
TXN-01125,2023-12-26,Software,Product C,3002.51,1160.36,EMEA,1842.1500000000003,1241.6480000000001,0.4135
TXN-01126,2023-02-07,Software,Product C,4081.2,1916.38,APAC,2164.8199999999997,1348.5799999999997,0.3304
TXN-01127,2023-05-14,Software,Product B,1941.51,1011.11,North America,930.4,542.098,0.2792
TXN-01128,2023-07-19,Electronics,Product B,704.73,175.0,EMEA,529.73,388.784,0.5517
TXN-01129,2023-01-23,Software,Product B,1023.61,1243.8,North America,-220.18999999999994,-424.9119999999999,-0.4151
TXN-01130,2023-10-30,Electronics,Product C,1225.54,687.04,North America,538.5,293.392,0.2394
TXN-01131,2023-12-12,Consulting,Product A,1534.49,1713.29,APAC,-178.79999999999995,-485.698,-0.3165
TXN-01132,2023-10-29,Electronics,Product C,3231.84,875.01,North America,2356.83,1710.462,0.5293
TXN-01133,2023-12-29,Consulting,Product B,3024.68,393.75,North America,2630.93,2025.9939999999997,0.6698
TXN-01134,2023-08-06,Electronics,Product B,3495.6,390.3,APAC,3105.2999999999997,2406.18,0.6883
TXN-01135,2023-05-21,Consulting,Product C,1844.38,1539.84,APAC,304.5400000000002,-64.33599999999984,-0.0349
TXN-01136,2023-04-14,Software,Product B,4128.79,538.52,APAC,3590.27,2764.5119999999997,0.6696
TXN-01137,2023-07-29,Consulting,Product C,1060.23,1536.79,APAC,-476.55999999999995,-688.606,-0.6495
TXN-01138,2023-04-21,Software,Product B,2371.75,419.72,EMEA,1952.03,1477.6799999999998,0.623
TXN-01139,2023-04-14,Software,Product A,4014.65,650.16,EMEA,3364.4900000000002,2561.5600000000004,0.6381
TXN-01140,2023-11-12,Consulting,Product A,941.79,936.32,EMEA,5.469999999999914,-182.8880000000001,-0.1942
TXN-01141,2023-06-20,Electronics,Product B,593.82,1886.96,North America,-1293.1399999999999,-1411.904,-2.3777
TXN-01142,2023-12-22,Electronics,Product C,4424.24,1864.15,APAC,2560.0899999999997,1675.2419999999997,0.3787
TXN-01143,2023-11-20,Hardware,Product A,1747.5,421.68,APAC,1325.82,976.3199999999999,0.5587
TXN-01144,2023-05-13,Electronics,Product C,3435.16,722.86,EMEA,2712.2999999999997,2025.2679999999996,0.5896
TXN-01145,2023-10-20,Hardware,Product B,175.48,307.3,North America,-131.82000000000002,-166.91600000000003,-0.9512
TXN-01146,2023-11-24,Electronics,Product C,3465.73,1024.87,North America,2440.86,1747.714,0.5043
TXN-01147,2023-05-07,Electronics,Product A,1614.7,926.56,North America,688.1400000000001,365.20000000000005,0.2262
TXN-01148,2023-04-16,Software,Product C,325.92,1802.51,EMEA,-1476.59,-1541.774,-4.7305
TXN-01149,2023-04-02,Hardware,Product C,3068.57,1860.71,North America,1207.8600000000001,594.1460000000001,0.1936
TXN-01150,2023-10-14,Electronics,Product B,0.0,773.3,North America,-773.3,-773.3,0.0
TXN-01151,2023-02-20,Hardware,Product B,1964.7,988.56,North America,976.1400000000001,583.2,0.2968
TXN-01152,2023-01-29,Software,Product B,448.88,1793.51,APAC,-1344.63,-1434.4060000000002,-3.1955
TXN-01153,2023-10-23,Software,Product A,778.46,1615.35,EMEA,-836.8899999999999,-992.5819999999999,-1.2751
TXN-01154,2023-10-24,Hardware,Product A,1524.99,17.28,APAC,1507.71,1202.712,0.7887
TXN-01155,2023-08-02,Software,Product B,494.31,646.92,APAC,-152.60999999999996,-251.47199999999998,-0.5087
TXN-01156,2023-09-24,Consulting,Product B,4558.59,849.33,EMEA,3709.26,2797.5420000000004,0.6137
TXN-01157,2023-09-14,Consulting,Product A,79.93,467.14,APAC,-387.21,-403.19599999999997,-5.0444
TXN-01158,2023-10-29,Software,Product A,2445.11,407.15,North America,2037.96,1548.938,0.6335
TXN-01159,2023-04-11,Consulting,Product A,660.07,85.19,North America,574.8800000000001,442.8660000000001,0.6709
TXN-01160,2023-12-12,Electronics,Product A,1573.01,1290.31,North America,282.70000000000005,-31.901999999999987,-0.0203
TXN-01161,2023-04-20,Hardware,Product B,4633.99,532.4,North America,4101.59,3174.7920000000004,0.6851
TXN-01162,2023-07-01,Electronics,Product A,850.39,114.17,EMEA,736.22,566.142,0.6657
TXN-01163,2023-11-09,Hardware,Product B,4830.87,469.65,APAC,4361.22,3395.0460000000003,0.7028
TXN-01164,2023-01-01,Software,Product C,1068.68,1605.81,APAC,-537.1299999999999,-750.8659999999999,-0.7026
TXN-01165,2023-11-15,Electronics,Product C,3720.75,1704.46,North America,2016.29,1272.1399999999999,0.3419
TXN-01166,2023-02-24,Software,Product A,2756.05,971.3,North America,1784.7500000000002,1233.5400000000002,0.4476
TXN-01167,2023-05-29,Software,Product C,4428.17,837.98,APAC,3590.19,2704.556,0.6108
TXN-01168,2023-11-05,Hardware,Product C,2792.27,1955.93,EMEA,836.3399999999999,277.88599999999985,0.0995
TXN-01169,2023-05-17,Hardware,Product C,2696.07,409.12,APAC,2286.9500000000003,1747.7360000000003,0.6483
TXN-01170,2023-07-21,Hardware,Product A,1017.52,438.56,North America,578.96,375.456,0.369
TXN-01171,2023-11-09,Electronics,Product A,872.84,590.82,North America,282.02,107.45199999999997,0.1231
TXN-01172,2023-04-27,Consulting,Product C,4586.62,353.79,EMEA,4232.83,3315.506,0.7229
TXN-01173,2023-06-03,Hardware,Product B,1672.8,764.94,APAC,907.8599999999999,573.3,0.3427
TXN-01174,2023-10-18,Hardware,Product C,1891.81,1822.56,EMEA,69.25,-309.112,-0.1634
TXN-01175,2023-03-04,Electronics,Product A,3811.13,1234.54,EMEA,2576.59,1814.364,0.4761
TXN-01176,2023-09-01,Hardware,Product A,1727.18,829.77,North America,897.4100000000001,551.974,0.3196
TXN-01177,2023-01-25,Electronics,Product A,4762.71,1869.48,APAC,2893.23,1940.688,0.4075
TXN-01178,2023-03-31,Software,Product C,3702.74,106.44,North America,3596.2999999999997,2855.7519999999995,0.7713
TXN-01179,2023-03-16,Hardware,Product B,3007.27,428.45,APAC,2578.82,1977.366,0.6575
TXN-01180,2023-10-21,Hardware,Product A,4410.43,1136.12,North America,3274.3100000000004,2392.224,0.5424
TXN-01181,2023-07-29,Software,Product A,295.55,1234.95,North America,-939.4000000000001,-998.5100000000001,-3.3785
TXN-01182,2023-12-13,Software,Product C,1322.46,88.72,APAC,1233.74,969.248,0.7329
TXN-01183,2023-01-17,Software,Product B,2351.93,812.05,APAC,1539.8799999999999,1069.494,0.4547
TXN-01184,2023-05-08,Hardware,Product C,1173.54,1301.82,North America,-128.27999999999997,-362.98799999999994,-0.3093
TXN-01185,2023-12-30,Consulting,Product A,3732.33,1399.16,APAC,2333.17,1586.7040000000002,0.4251
TXN-01186,2023-09-08,Consulting,Product B,4600.08,1279.9,North America,3320.18,2400.1639999999998,0.5218
TXN-01187,2023-06-28,Consulting,Product B,2147.66,647.92,APAC,1499.7399999999998,1070.2079999999999,0.4983
TXN-01188,2023-07-01,Hardware,Product A,1743.56,196.11,North America,1547.4499999999998,1198.7379999999998,0.6875
TXN-01189,2023-06-01,Software,Product B,4809.68,859.95,North America,3949.7300000000005,2987.7940000000003,0.6212
TXN-01190,2023-01-25,Hardware,Product B,2252.02,266.22,North America,1985.8,1535.396,0.6818
TXN-01191,2023-06-29,Software,Product C,2470.79,1895.77,EMEA,575.02,80.86199999999997,0.0327
TXN-01192,2023-07-17,Hardware,Product A,1790.67,955.59,APAC,835.08,476.946,0.2664
TXN-01193,2023-12-10,Hardware,Product A,4552.26,641.35,North America,3910.9100000000003,3000.458,0.6591
TXN-01194,2023-06-10,Software,Product A,2866.33,1534.95,EMEA,1331.3799999999999,758.1139999999999,0.2645
TXN-01195,2023-06-26,Consulting,Product A,3822.76,1000.92,North America,2821.84,2057.288,0.5382
TXN-01196,2023-10-12,Software,Product A,4068.44,626.97,EMEA,3441.4700000000003,2627.782,0.6459
TXN-01197,2023-03-04,Electronics,Product B,1742.15,1625.82,North America,116.33000000000015,-232.0999999999999,-0.1332
TXN-01198,2023-05-30,Electronics,Product C,2196.79,1735.63,North America,461.15999999999985,21.80199999999985,0.0099
TXN-01199,2023-06-03,Software,Product A,4249.94,1349.29,EMEA,2900.6499999999996,2050.662,0.4825
TXN-01200,2023-06-05,Hardware,Product C,0.0,103.46,Unknown,-103.46,-103.46,0.0
TXN-01201,2023-02-18,Electronics,Product C,3979.98,1136.98,APAC,2843.0,2047.004,0.5143
TXN-01202,2023-12-03,Electronics,Product B,4707.91,1528.96,APAC,3178.95,2237.368,0.4752
TXN-01203,2023-03-25,Hardware,Product A,3134.89,281.64,EMEA,2853.25,2226.272,0.7102
TXN-01204,2023-12-27,Hardware,Product B,3721.06,465.05,APAC,3256.0099999999998,2511.798,0.675
TXN-01205,2023-06-26,Consulting,Product A,4035.23,1766.17,EMEA,2269.06,1462.014,0.3623
TXN-01206,2023-05-28,Hardware,Product B,4232.95,50.04,APAC,4182.91,3336.3199999999997,0.7882
TXN-01207,2023-04-28,Software,Product C,2005.51,1507.93,North America,497.5799999999999,96.4779999999999,0.0481
TXN-01208,2023-12-08,Software,Product A,303.75,952.81,APAC,-649.06,-709.81,-2.3368
TXN-01209,2023-03-04,Consulting,Product C,2039.29,899.08,North America,1140.21,732.3520000000001,0.3591
TXN-01210,2023-07-08,Electronics,Product C,3385.09,24.12,North America,3360.9700000000003,2683.952,0.7929
TXN-01211,2023-12-26,Electronics,Product B,2279.23,1640.6,APAC,638.6300000000001,182.7840000000001,0.0802
TXN-01212,2023-02-18,Hardware,Product A,3757.37,726.05,EMEA,3031.3199999999997,2279.8459999999995,0.6068
TXN-01213,2023-11-23,Software,Product C,1817.06,1086.12,North America,730.94,367.528,0.2023
TXN-01214,2023-09-14,Electronics,Product B,3191.98,1357.83,North America,1834.15,1195.754,0.3746
TXN-01215,2023-08-12,Consulting,Product A,972.78,1408.23,APAC,-435.45000000000005,-630.0060000000001,-0.6476
TXN-01216,2023-05-21,Consulting,Product A,3759.38,1912.4,EMEA,1846.98,1095.1039999999998,0.2913
TXN-01217,2023-08-03,Software,Product C,2751.2,1067.37,EMEA,1683.83,1133.59,0.412
TXN-01218,2023-07-30,Consulting,Product A,1060.12,805.44,APAC,254.67999999999984,42.655999999999835,0.0402
TXN-01219,2023-11-14,Consulting,Product C,1494.96,1907.87,EMEA,-412.90999999999985,-711.9019999999998,-0.4762
TXN-01220,2023-02-01,Software,Product A,3755.61,1287.8,APAC,2467.8100000000004,1716.6880000000003,0.4571
TXN-01221,2023-06-07,Hardware,Product B,2438.88,603.32,APAC,1835.56,1347.7839999999999,0.5526
TXN-01222,2023-10-12,Hardware,Product C,1119.36,261.66,APAC,857.6999999999998,633.8279999999999,0.5662
TXN-01223,2023-11-01,Consulting,Product C,4837.99,1686.68,North America,3151.3099999999995,2183.7119999999995,0.4514
TXN-01224,2023-10-13,Hardware,Product A,3589.87,730.74,North America,2859.13,2141.156,0.5964
TXN-01225,2023-05-24,Hardware,Product A,4787.82,1324.33,North America,3463.49,2505.926,0.5234
TXN-01226,2023-01-19,Consulting,Product C,2164.17,946.92,APAC,1217.25,784.4159999999999,0.3625
TXN-01227,2023-01-18,Hardware,Product A,2401.75,405.87,North America,1995.88,1515.5300000000002,0.631
TXN-01228,2023-09-14,Consulting,Product B,4494.88,1207.36,North America,3287.5200000000004,2388.5440000000003,0.5314
TXN-01229,2023-03-19,Electronics,Product A,2648.99,130.76,North America,2518.2299999999996,1988.4319999999996,0.7506
